pivot_ID	Item_Name	Location	in_evidence	in_evidence_description	storytelling_path	storytelling_path_description	Type	Dispute	Note	Date	Year	Period_categorisation	Alpinist	Guide	Nationality	Expedition_members	Fonti_relazionate_membri	Fonti_primarie	Altri_riferimenti	Fonti	source
item_128	Prima ascensione: Pointe Haute de Mary	Pointe Haute de Mary	FALSE		Silver age of alpinism		Prima ascensione			01/07/1879	1879	silver age	William Auguste Coolidge, Christin Almer, Ulrich Almer		British alpine expedition	William Auguste Coolidge, Christin Almer, Ulrich Almer					Wikipedia
item_129	Prima ascensione: Punta dei Tre Scarperi	Punta dei Tre Scarperi	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		Prima ascensione			18/07/1869	1869	silver age	Paul Grohmann, Peter Salcher, Franz Innerkofler		Austro-German alpine expedition	Paul Grohmann, Peter Salcher, Franz Innerkofler	Grohmann, Paul <1838-1908> - Ascensioni alpinistiche - Dolomiti - Sec. 19. Wanderungen in den Dolomiten[https://caisidoc.cai.it/risultati-della-ricerca/detail/view/mnmt:catalog:12002]|Grohmann, Paul <1838-1908> - La scoperta delle Dolomiti 1862[https://caisidoc.cai.it/risultati-della-ricerca/detail/view/mnmt:catalog:10882]|Sposito, Livio. Paul Grohmann : guida biografica alle sue vie[https://caisidoc.cai.it/risultati-della-ricerca/detail/view/mnmt:catalog:127829]|[Ritratto di] Paul Grohmann[https://caisidoc.cai.it/risultati-della-ricerca/detail/view/mnmt:catalog:110671]				Wikipedia
item_130	Prima ascensione: Punta Gastaldi	Punta Gastaldi	FALSE				Prima ascensione			16/08/1884	1884	post	William Auguste Coolidge, Ulrich Almer 		British alpine expedition	William Auguste Coolidge, Ulrich Almer 					Wikipedia
item_131	Prima ascensione: Punta Gelas di Lourousa	Punta Gelas di Lourousa	FALSE		Silver age of alpinism		Prima ascensione			18/08/1879	1879	silver age	William Auguste Coolidge, Christian Almer, Ulrich Almer		British alpine expedition	William Auguste Coolidge, Christian Almer, Ulrich Almer					Wikipedia
item_132	Prima ascensione: Punta Grohmann	Punta Grohmann	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		Prima ascensione			1880	1880	silver age	Michl Innerkofler		Local guide-led ascent	Michl Innerkofler	Michl : Michl Innerkofler und Sextner Bergfuhrer : rifugi montagne guide alpine di Sesto / a cura di Bepi Pellegrinon ; testi di Camillo Berti, Rudolf Holzer, Bepi Pellegrinon ; con la collaborazione di Herbert Summerer e Kurt Stauder[https://caisidoc.cai.it/risultati-della-ricerca/detail/view/mnmt:catalog:40218]|Michel Innerkofler : guida alpina di Sesto / C. Berti[https://caisidoc.cai.it/risultati-della-ricerca/detail/view/mnmt:catalog:114913]				Wikipedia
item_133	Ipotesi sulla prima ascensione: Punta Penia	Punta Penia	FALSE		Golden age of alpinism		Ipotesi sulla prima ascensione	Concurrent Hypotesis		28 September 1864	1864	golden age	Paul Grohmann, Angelo Dimai, Fulgenzio Dimai		Austro-German alpine expedition	Paul Grohmann, Angelo Dimai, Fulgenzio Dimai	Grohmann, Paul <1838-1908> - Ascensioni alpinistiche - Dolomiti - Sec. 19. Wanderungen in den Dolomiten[https://caisidoc.cai.it/risultati-della-ricerca/detail/view/mnmt:catalog:12002]|Grohmann, Paul <1838-1908> - La scoperta delle Dolomiti 1862[https://caisidoc.cai.it/risultati-della-ricerca/detail/view/mnmt:catalog:10882]|Sposito, Livio. Paul Grohmann : guida biografica alle sue vie[https://caisidoc.cai.it/risultati-della-ricerca/detail/view/mnmt:catalog:127829]|[Ritratto di] Paul Grohmann[https://caisidoc.cai.it/risultati-della-ricerca/detail/view/mnmt:catalog:110671]				Wikipedia (EN), Wikipedia (DE), Wikipedia (IT), Wikipedia Table
item_134	Ipotesi sulla prima ascensione: Punta Penia	Punta Penia	FALSE		Golden age of alpinism		Ipotesi sulla prima ascensione	Concurrent Hypotesis		28 September 1864	1864	golden age	Paul Grohmann, Pellegrino Pellegrini, Angelo Dimai, Fulgenzio Dimai		Austro-German alpine expedition	Paul Grohmann, Pellegrino Pellegrini, Angelo Dimai, Fulgenzio Dimai	Grohmann, Paul <1838-1908> - Ascensioni alpinistiche - Dolomiti - Sec. 19. Wanderungen in den Dolomiten[https://caisidoc.cai.it/risultati-della-ricerca/detail/view/mnmt:catalog:12002]|Grohmann, Paul <1838-1908> - La scoperta delle Dolomiti 1862[https://caisidoc.cai.it/risultati-della-ricerca/detail/view/mnmt:catalog:10882]|Sposito, Livio. Paul Grohmann : guida biografica alle sue vie[https://caisidoc.cai.it/risultati-della-ricerca/detail/view/mnmt:catalog:127829]|[Ritratto di] Paul Grohmann[https://caisidoc.cai.it/risultati-della-ricerca/detail/view/mnmt:catalog:110671]				Wikipedia (FR)
item_135	Prima ascensione: Punta San Matteo	Punta San Matteo	FALSE		Silver age of alpinism		Prima ascensione			28/06/1865	1865	golden age	James Backhouse, George Henry Fox, Douglas William Freshfield, Francis Fox Tuckett	François Devouassoud, Peter Michel	British alpine expedition	James Backhouse, George Henry Fox, Douglas William Freshfield, Francis Fox Tuckett, François Devouassoud, Peter Michel					Wikipedia
item_136	Prima ascensione: Punta Sommeiller	Punta Sommeiller	FALSE		Silver age of alpinism		Prima ascensione			documentata:1871	1871	silver age	Martino Baretti		Italian alpine expedition	Martino Baretti				Roberto Aruga, Pietro Losana e Alberto Re, Alpi Cozie Settentrionali, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1985.	Wikipedia
item_137	Prima ascensione: Roche de la Muzelle	Roche de la Muzelle	FALSE		Silver age of alpinism		Prima ascensione			02/07/1875	1875	silver age	William Auguste Coolidge, Christian Almer, Ulrich Almer		British alpine expedition	William Auguste Coolidge, Christian Almer, Ulrich Almer					Wikipedia
item_138	Prima ascensione: Sass de Stria	Sass de Stria	FALSE		Prime Ascensioni sulle Dolomiti		Prima ascensione			12/08/1899	1899	post	Giovanni Siorpaes		Local guide-led ascent	Giovanni Siorpaes					Wikipedia
item_139	Prima ascensione: Sasso Bianco	Sasso Bianco	FALSE		Prime Ascensioni sulle Dolomiti		Prima ascensione			19º novembre2005	2005	post			Local guide-led ascent						Wikipedia
item_140	Prima ascensione: Sasso di Bosconero	Sasso di Bosconero	FALSE		Prime Ascensioni sulle Dolomiti		Prima ascensione			19/09/1878	1878	silver age	Santo Siorpaes, Cesare Tomè, Gottfried Merzbacher		Austro-German alpine expedition	Santo Siorpaes, Cesare Tomè, Gottfried Merzbacher					Wikipedia
item_141	Prima ascensione: Sasso Pordoi	Sasso Pordoi	FALSE		Prime Ascensioni sulle Dolomiti		Prima ascensione			XIX secolo		proto-alpinism								Fabio Favaretto e Andrea Zannini, Gruppo di Sella, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1991.	Wikipedia
item_142	Prima ascensione: Sasso Vernale	Sasso Vernale	FALSE		Prime Ascensioni sulle Dolomiti		Prima ascensione			12/07/1878	1878	silver age	Santo Siorpaes, Cesare Tomè, Gottfried Merzbacher, Giorgio Bernard		Austro-German alpine expedition	Santo Siorpaes, Cesare Tomè, Gottfried Merzbacher, Giorgio Bernard					Wikipedia
item_143	Prima ascensione: Sassolungo	Sassolungo	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		Prima ascensione			13/08/1869	1869	silver age	Paul Grohmann, Franz Innerkofler, Peter Salcher		Austro-German alpine expedition	Paul Grohmann, Franz Innerkofler, Peter Salcher	Grohmann, Paul <1838-1908> - Ascensioni alpinistiche - Dolomiti - Sec. 19. Wanderungen in den Dolomiten[https://caisidoc.cai.it/risultati-della-ricerca/detail/view/mnmt:catalog:12002]|Grohmann, Paul <1838-1908> - La scoperta delle Dolomiti 1862[https://caisidoc.cai.it/risultati-della-ricerca/detail/view/mnmt:catalog:10882]|Sposito, Livio. Paul Grohmann : guida biografica alle sue vie[https://caisidoc.cai.it/risultati-della-ricerca/detail/view/mnmt:catalog:127829]|[Ritratto di] Paul Grohmann[https://caisidoc.cai.it/risultati-della-ricerca/detail/view/mnmt:catalog:110671]				Wikipedia
item_144	Prima ascensione: Schiara	Schiara	FALSE		Prime Ascensioni sulle Dolomiti		Prima ascensione			17/09/1878	1878	silver age	Gottfried Merzbacher	Cesare Tomè, Santo Siorpaes	Austro-German alpine expedition	Gottfried Merzbacher, Cesare Tomè, Santo Siorpaes					Wikipedia
item_145	Prima ascensione: Strahlhorn	Strahlhorn	FALSE		Golden age of alpinism		Prima ascensione			15/08/1854	1854	golden age			Local guide-led ascent						Wikipedia
item_146	Prima ascensione: Testa della Tribolazione	Testa della Tribolazione	FALSE				Prima ascensione			11/08/1885	1885	post	William Auguste Coolidge, George Yeld	Christian Almer, Séraphin Henry, Joseph-Antoine Jeantet	British alpine expedition	William Auguste Coolidge, George Yeld, Christian Almer, Séraphin Henry, Joseph-Antoine Jeantet				[1]	Wikipedia
item_147	Ipotesi sulla prima ascensione: Titlis	Titlis	FALSE				Ipotesi sulla prima ascensione	Conflicting Hypothesis		25 Jul 1744	1744	proto-alpinism	Ignaz Herz, Josef Eugen Waser and 2 others		Franco-Swiss alpine expedition	Ignaz Herz, Josef Eugen Waser and 2 others					Wikipedia
item_148	Ipotesi sulla prima ascensione: Titlis	Titlis	FALSE				Ipotesi sulla prima ascensione	Conflicting Hypothesis		1739	1739	proto-alpinism			Local guide-led ascent						Wikipedia
item_149	Prima ascensione: Torre di Castelfranco	Torre di Castelfranco	FALSE		Golden age of alpinism		Prima ascensione			1861	1861	golden age	Francis Fox Tuckett, John Tyndall		British alpine expedition	Francis Fox Tuckett, John Tyndall					Wikipedia
item_150	Prima ascensione: Tour Ronde	Tour Ronde	FALSE		Silver age of alpinism		Prima ascensione			22/07/1867	1867	silver age	James Backhouse, T.H. Carson, Douglas William Freshfield, Charles Comyns Tucker, Daniel Balleys, Michel-Clément Payot		British alpine expedition	James Backhouse, T.H. Carson, Douglas William Freshfield, Charles Comyns Tucker, Daniel Balleys, Michel-Clément Payot					Wikipedia
item_151	Prima ascensione: Cima Grande (Tre Cime di Lavaredo)	Cima Grande (Tre Cime di Lavaredo)	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		Prima ascensione	Undisputed		21/08/1869	1869	silver age	Paul Grohmann	Franz Innerkofler, Peter Salcher	Austro-German alpine expedition	Paul Grohmann, Franz Innerkofler, Peter Salcher	Grohmann, Paul <1838-1908> - Ascensioni alpinistiche - Dolomiti - Sec. 19. Wanderungen in den Dolomiten[https://caisidoc.cai.it/risultati-della-ricerca/detail/view/mnmt:catalog:12002]|Grohmann, Paul <1838-1908> - La scoperta delle Dolomiti 1862[https://caisidoc.cai.it/risultati-della-ricerca/detail/view/mnmt:catalog:10882]|Sposito, Livio. Paul Grohmann : guida biografica alle sue vie[https://caisidoc.cai.it/risultati-della-ricerca/detail/view/mnmt:catalog:127829]|[Ritratto di] Paul Grohmann[https://caisidoc.cai.it/risultati-della-ricerca/detail/view/mnmt:catalog:110671]				Wikipedia, Wikipedia Table
item_152	Prima ascensione: Trettachspitze	Trettachspitze	FALSE		Golden age of alpinism		Prima ascensione			1855	1855	golden age			Local guide-led ascent						Wikipedia
item_153	Prima ascensione: Uia di Bessanese	Uia di Bessanese	FALSE		Golden age of alpinism		Prima ascensione			31/08/1857	1857	golden age	Antonio Tonini		Italian alpine expedition	Antonio Tonini				Giulio Berutto e Lino Fornelli, Alpi Graie Meridionali, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1980, ISBN 978-88-365-0077-2.	Wikipedia
item_154	Prima ascensione: Vezzana	Vezzana	FALSE		Prime Ascensioni sulle Dolomiti		Prima ascensione			23/06/1878	1878	silver age	Douglas William Freshfield, Charles Comyns Tucker		British alpine expedition	Douglas William Freshfield, Charles Comyns Tucker					Wikipedia
item_155	Prima ascensione: Watzmann	Watzmann	FALSE				Prima ascensione			01/08/1800	1800	proto-alpinism	Valentin Stanič		Austro-German alpine expedition	Valentin Stanič					Wikipedia, Wikipedia Table
item_156	Prima ascensione: Weisshorn	Weisshorn	FALSE		Golden age of alpinism		Prima ascensione			19/08/1861	1861	golden age	John Tyndall	Johann Joseph Bennen, Ulrich Wenger	British alpine expedition	John Tyndall, Johann Joseph Bennen, Ulrich Wenger				Peter Zimmermann, Valentin Stanič – Bergsteiger, Schriftsteller, Wohltäter. Eigenverlag der Bayerisch-Slowenischen Gesellschaft, Regensburg 2000.  Studer, Vol 2, pp. 145-6	Wikipedia, Wikipedia Table
item_157	Prima ascensione: Wildspitze	Wildspitze	FALSE				Prima ascensione			Aug 1848	1848	proto-alpinism	Leander Klotz, fellow local farmer		Local guide-led ascent	Leander Klotz, fellow local farmer				Erschliessung 2, 251-7	Wikipedia
item_158	Prima ascensione: Zugspitze	Zugspitze	FALSE				Prima ascensione			27/08/1820	1820	proto-alpinism	Josef Naus, Maier Tauschl, Johann Georg Tauschl		Austro-German alpine expedition	Josef Naus, Maier Tauschl, Johann Georg Tauschl				Erschliessung 1,121-2. Local people had climbed Zugspitze over 50 years earlier, according to a 1770 map discovered by the Alpenverein	Wikipedia, Wikipedia Table
item_159	Ipotesi sulla prima ascensione: Aiguille de la Grande Sassière	Aiguille de la Grande Sassière	FALSE				Ipotesi sulla prima ascensione	Conflicting Hypothesis	ca. 1808	1808	1808	proto-alpinism	Bertrand Chaudan, others from Tignes			Bertrand Chaudan, others from Tignes				W.A.B. Coolidge, The Alps in nature and history, E.P. Dutton publishers, New York, 1908, p. 398	Wikipedia Table
item_160	Ipotesi sulla prima ascensione: Aiguille de la Grande Sassière	Aiguille de la Grande Sassière	FALSE		Golden age of alpinism		Ipotesi sulla prima ascensione	Conflicting Hypothesis		05/08/1860	1860	golden age	William Mathews, Michel Croz		British alpine expedition	William Mathews, Michel Croz				Alessandro Giorgetta, Alpi Graie Centrali, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1985.	Wikipedia
item_161	Prima ascensione: Aiguille de Leschaux	Aiguille de Leschaux	FALSE		Silver age of alpinism		Prima ascensione			14/07/1872	1872	silver age	James Aubrey-Garth-Marshall, Thomas Stuard Kennedy	Johann Fischer, Julien Grange	British alpine expedition	James Aubrey-Garth-Marshall, Thomas Stuard Kennedy, Johann Fischer, Julien Grange					Wikipedia
item_162	Prima ascensione: Albaron di Sea	Albaron di Sea	FALSE				Prima ascensione			19/07/1886	1886	post	Giuseppe Corrà	Michele Ricchiardi	Italian alpine expedition	Giuseppe Corrà, Michele Ricchiardi					Wikipedia
item_163	Prima ascensione: Castore (monte)	Castore (monte)	FALSE		Golden age of alpinism		Prima ascensione			23/08/1861	1861	golden age	Frederick William Jacomb, William Mathews	Michel Croz	British alpine expedition	Frederick William Jacomb, William Mathews, Michel Croz					Wikipedia
item_164	Prima ascensione: Cima Leitosa	Cima Leitosa	FALSE				Prima ascensione			13/07/1886	1886	post	Giuseppe Corrà, Michele Ricchiardi		Italian alpine expedition	Giuseppe Corrà, Michele Ricchiardi					Wikipedia
item_165	Prima ascensione: Cima Tosa	Cima Tosa	FALSE		Silver age of alpinism		Prima ascensione			20/07/1865	1865	golden age	Giuseppe Loss	con 6 compagni	Italian alpine expedition	Giuseppe Loss, con 6 compagni					Wikipedia
item_166	Prima ascensione: Dent Blanche	Dent Blanche	FALSE		Golden age of alpinism		Prima ascensione			18/07/1862	1862	golden age	Jean-Baptiste Croz, Johann Kronig, William Wigram, Thomas Stuart Kennedy		British alpine expedition	Jean-Baptiste Croz, Johann Kronig, William Wigram, Thomas Stuart Kennedy				T. S. Kennedy, Ascent of the Dent Blanche, in The alpine journal, Alpine Club, Londra, 1864; pagg. 33-39  Studer, Vol 2, pp. 190-1	Wikipedia
item_167	Prima ascensione: Dobratsch	Dobratsch	FALSE				Prima ascensione			1794	1794	proto-alpinism	Franz von Hohenwart		Austro-German alpine expedition	Franz von Hohenwart					Wikipedia
item_168	Prima ascensione: Furchetta	Furchetta	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		Prima ascensione			1880	1880	silver age	Johann Santner		Austro-German alpine expedition	Johann Santner					Wikipedia
item_169	Prima ascensione: Grand Pilier d'Angle	Grand Pilier d'Angle	FALSE				Prima ascensione			03/08/1957	1957	post	Walter Bonatti		Italian alpine expedition	Walter Bonatti					Wikipedia
item_170	Prima ascensione: Grande Tête de By	Grande Tête de By	FALSE				Prima ascensione			07/07/1894	1894	post	Max Rosenmund		Franco-Swiss alpine expedition	Max Rosenmund					Wikipedia
item_171	Prima ascensione: Grosse Sandspitze	Grosse Sandspitze	FALSE		Silver age of alpinism		Prima ascensione			02/07/1866	1866	silver age	Franz Mitterhofer		Austro-German alpine expedition	Franz Mitterhofer					Wikipedia
item_172	Prima ascensione: Hochstuhl	Hochstuhl	FALSE				Prima ascensione			1794	1794	proto-alpinism	Franz von Hohenwart		Austro-German alpine expedition	Franz von Hohenwart				William Mathews, Ascent of Monte Visto, Peaks, Passes, and Glaciers, Volume 2, pp 148-177, London: Longman, Green, Longman, and Roberts, 1862	Wikipedia, Wikipedia Table
item_173	Prima ascensione: Monte Gelé	Monte Gelé	FALSE		Golden age of alpinism		Prima ascensione			11/08/1861	1861	golden age	Frederick William Jacomb, Jean-Baptiste Croze, Michel Croz		British alpine expedition	Frederick William Jacomb, Jean-Baptiste Croze, Michel Croz				Gino Buscaini, Alpi Pennine, vol. I, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1971.	Wikipedia
item_174	Prima ascensione: Monviso	Monviso	FALSE		Golden age of alpinism		Prima ascensione			30/08/1861	1861	golden age	William Mathews, Frederick William Jacomb, Jean-Baptiste Croz, Michel Croz		British alpine expedition	William Mathews, Frederick William Jacomb, Jean-Baptiste Croz, Michel Croz					Wikipedia
item_175	Prima ascensione: Punta Santner	Punta Santner	FALSE		Silver age of alpinism, Prime Ascensioni sulle Dolomiti		Prima ascensione			07/07/1880	1880	silver age	Johann Santner		Austro-German alpine expedition	Johann Santner					Wikipedia
item_176	Prima ascensione: Punta Thurwieser	Punta Thurwieser	FALSE		Silver age of alpinism		Prima ascensione			1869	1869	silver age	Theodor Harpprecht, Joseph Schnell		Austro-German alpine expedition	Theodor Harpprecht, Joseph Schnell					Wikipedia
item_177	Prima ascensione: Rocca la Meja	Rocca la Meja	FALSE				Prima ascensione			17/09/1895	1895	post	Giovanni Bobba		Italian alpine expedition	Giovanni Bobba					Wikipedia
item_178	Prima ascensione: Rocca Pagana	Rocca Pagana	FALSE				Prima ascensione			estate 1958 sulla Guglia ovest	vest	#VALUE!	Italo Salvi, Nella Depretto		Italian alpine expedition	Italo Salvi, Nella Depretto					Wikipedia
item_179	Prima ascensione: Rocciamelone	Rocciamelone	FALSE				Prima ascensione			01/09/1358	1358	proto-alpinism	Bonifacio Rotario D'Asti		Italian alpine expedition	Bonifacio Rotario D'Asti					Wikipedia
item_180	Prima ascensione: Balmhorn	Balmhorn	FALSE		Golden age of alpinism		Prima ascensione			21/07/1864	1864	golden age	Frank Walker, Horace Walker, Lucy Walker	Jakob Anderegg, Melchior Anderegg	British alpine expedition	Frank Walker, Horace Walker, Lucy Walker, Jakob Anderegg, Melchior Anderegg					Wikipedia
item_181	Prima ascensione: Barre des Écrins	Barre des Écrins	FALSE		Golden age of alpinism		Prima ascensione			1864	1864	golden age	Adolphus Warburton Moore, Horace Walker, Edward Whymper	Michel Croz, Christian Almer	British alpine expedition	Adolphus Warburton Moore, Horace Walker, Edward Whymper, Michel Croz, Christian Almer					Wikipedia, Wikipedia Table
item_182	Prima ascensione: Cima d'Asta	Cima d'Asta	FALSE		Prime Ascensioni sulle Dolomiti		Prima ascensione			1906	1906	post	Pompeo Tomaselli		Italian alpine expedition	Pompeo Tomaselli					Wikipedia
item_183	Prima ascensione: Cima di Valeille	Cima di Valeille	FALSE				Prima ascensione			14/09/1893	1893	post	Giovanni Bobba	Casimire Thérisod	Italian alpine expedition	Giovanni Bobba, Casimire Thérisod					Wikipedia
item_184	Prima ascensione: Obergabelhorn	Obergabelhorn	FALSE		Silver age of alpinism		Prima ascensione			06/07/1865	1865	golden age	Adolphus Warburton Moore, Horace Walker, Jakob Anderegg		British alpine expedition	Adolphus Warburton Moore, Horace Walker, Jakob Anderegg				Studer, Vol 2, pp. 322-3	Wikipedia, Wikipedia Table
item_185	Prima ascensione: Pigne d'Arolla	Pigne d'Arolla	FALSE		Silver age of alpinism		Prima ascensione			09/07/1865	1865	golden age	Adolphus Warburton Moore, Horace Walker, Jakob Anderegg		British alpine expedition	Adolphus Warburton Moore, Horace Walker, Jakob Anderegg					Wikipedia
item_186	Ipotesi sulla prima ascensione: Pilatus	Pilatus	FALSE				Ipotesi sulla prima ascensione	Conflicting Hypothesis		1387	1387	proto-alpinism	Niklaus Bruder, Five other clerics		Franco-Swiss alpine expedition	Niklaus Bruder, Five other clerics					Wikipedia Table, https://hls-dhs-dss.ch/it/articles/008569/2013-07-17/#HLaABscopertaBBdelleAlpi
item_187	Ipotesi sulla prima ascensione: Pilatus	Pilatus	FALSE				Ipotesi sulla prima ascensione	Conflicting Hypothesis		1518	1518	proto-alpinism	Joachim Vadiano		Franco-Swiss alpine expedition	Joachim Vadiano					Wikipedia
item_188	Prima ascensione: Piz Roseg	Piz Roseg	FALSE		Silver age of alpinism		Prima ascensione			28/06/1865	1865	golden age	Adolphus Warburton Moore, Horace Walker	Jakob Anderegg	British alpine expedition	Adolphus Warburton Moore, Horace Walker, Jakob Anderegg				Silvio Saglio, Bernina, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1959. Studer, Vol 3, pp. 130-3	Wikipedia, Wikipedia Table
item_189	Prima ascensione: Grummetkopf	Grummetkopf	FALSE				Prima ascensione			05/10/1913	1913	post	Hans Reinl, Anton Steinmaier, Felix Steinmaier		Austro-German alpine expedition	Hans Reinl, Anton Steinmaier, Felix Steinmaier					Wikipedia
item_190	Prima ascensione: Monte Lera (Valle di Viù)	Monte Lera (Valle di Viù)	FALSE		Silver age of alpinism		Prima ascensione			15/09/1873	1873	silver age	Martino Baretti	Giuseppe Cibrario	Italian alpine expedition	Martino Baretti, Giuseppe Cibrario					Wikipedia
item_191	Prima ascensione: Monveso di Forzo	Monveso di Forzo	FALSE		Silver age of alpinism		Prima ascensione			07/08/1867	1867	silver age	Martino Baretti	Giulio Rastoldo, detto Egidio	Italian alpine expedition	Martino Baretti, Giulio Rastoldo, detto Egidio				[1]	Wikipedia
item_192	Prima ascensione: Ortles	Ortles	FALSE				Prima ascensione			27/09/1804	1804	proto-alpinism	Joseph Pichler		Austro-German alpine expedition	Joseph Pichler					Wikipedia
item_193	Prima ascensione: Pierre Menue	Pierre Menue	FALSE		Silver age of alpinism		Prima ascensione			03/08/1875	1875	silver age	Martino Baretti	Pietro Medail, Augusto Sibille	Italian alpine expedition	Martino Baretti, Pietro Medail, Augusto Sibille				[1]	Wikipedia
item_194	Prima ascensione: Punta Baretti	Punta Baretti	FALSE		Silver age of alpinism		Prima ascensione			28/07/1880	1880	silver age	Jean-Joseph Maquignaz, Martino Baretti		Italian alpine expedition	Jean-Joseph Maquignaz, Martino Baretti					Wikipedia
item_195	Prima ascensione: Freyaturm	Freyaturm	FALSE				Prima ascensione			15/06/1913	1913	post	Hans Reinl, Anton Steinmaier, Felix Steinmaier		Austro-German alpine expedition	Hans Reinl, Anton Steinmaier, Felix Steinmaier					Wikipedia
item_196	Prima ascensione: Punta Fourà	Punta Fourà	FALSE		Silver age of alpinism		Prima ascensione			1867	1867	silver age	Martino Baretti	 A. Blanchetti	Italian alpine expedition	Martino Baretti,  A. Blanchetti				[1]	Wikipedia
item_197	Prima ascensione: Punta Lunella	Punta Lunella	FALSE		Silver age of alpinism		Prima ascensione			23/06/1873	1873	silver age	Martino Baretti	Giuseppe Cibrario	Italian alpine expedition	Martino Baretti, Giuseppe Cibrario				[1]	Wikipedia
item_198	Prima ascensione: Aiguille du Grépon	Aiguille du Grépon	FALSE		Silver age of alpinism		Prima ascensione		Dicono anche 3 agosto 1881	05/08/1881	1881	silver age	Albert Frederick Mummery	Alexander Burgener, Benedikt Venetz	British alpine expedition	Albert Frederick Mummery, Alexander Burgener, Benedikt Venetz					Wikipedia, Wikipedia Table
item_199	Prima ascensione: Allalinhorn	Allalinhorn	FALSE		Golden age of alpinism		Prima ascensione			28/08/1856	1856	golden age	Franz-Josef Andenmatten, Edward Levi Ames, Member of Imseng family		British alpine expedition	Franz-Josef Andenmatten, Edward Levi Ames, Member of Imseng family					Wikipedia
item_200	Prima ascensione: Becca di Chardoney	Becca di Chardoney	FALSE				Prima ascensione			22/08/1882	1882	silver age	Arthur Cust	Xaver Andermatten	British alpine expedition	Arthur Cust, Xaver Andermatten				[1]	Wikipedia
item_201	Prima ascensione: Blinnenhorn	Blinnenhorn	FALSE		Silver age of alpinism		Prima ascensione			1881	1881	silver age	Arthur Cust		British alpine expedition	Arthur Cust					Wikipedia
item_202	Prima ascensione: Campanile Alto	Campanile Alto	FALSE				Prima ascensione			27/07/1885	1885	post	Gottfried Merzbacher	Bonifacio Nicolussi	Austro-German alpine expedition	Gottfried Merzbacher, Bonifacio Nicolussi					Wikipedia
item_203	Prima ascensione: Dürrenhorn	Dürrenhorn	FALSE		Silver age of alpinism		Prima ascensione			07/09/1879	1879	silver age	Albert Frederick Mummery, William Penhall	Alexander Burgener, Ferdinand Imseng	British alpine expedition	Albert Frederick Mummery, William Penhall, Alexander Burgener, Ferdinand Imseng					Wikipedia
item_204	Prima ascensione: Lagginhorn	Lagginhorn	FALSE		Golden age of alpinism		Prima ascensione			26/08/1856	1856	golden age	Edward Levi Ames, Franz Andenmatten, Johann Josef Imseng		British alpine expedition	Edward Levi Ames, Franz Andenmatten, Johann Josef Imseng					Wikipedia
item_205	Prima ascensione: Aiguille de la Vanoise	Aiguille de la Vanoise	FALSE				Prima ascensione			12/09/1911	1911	post	Marie-Antoinette Vernay	Marcellin Amiez	Franco-Swiss alpine expedition	Marie-Antoinette Vernay, Marcellin Amiez					Wikipedia
item_206	Prima ascensione: Dômes de Miage	Dômes de Miage	FALSE		Golden age of alpinism		Prima ascensione			02/09/1858	1858	golden age	Edmund Thomas Coleman	Frédéric Mollard, Joseph Jacquemont	British alpine expedition	Edmund Thomas Coleman, Frédéric Mollard, Joseph Jacquemont				Renato Chabod, Lorenzo Grivel, Silvio Saglio, Monte Bianco, vol. I, Guida dei Monti d'Italia, Milano, Club Alpino Italiano e Touring Club Italiano, 1963.	Wikipedia
item_207	Prima ascensione: Eiger	Eiger	TRUE	La temuta parete nord dell'Eiger, conquistata da Anderl Heckmair, Ludwig Vörg, Heinrich Harrer e Fritz Kasparek.	Golden age of alpinism		Prima ascensione			11/08/1858	1858	golden age	Charles Barrington	Christian Almer, Peter Bohren	British alpine expedition	Charles Barrington, Christian Almer, Peter Bohren				Studer, Vol 1, pp. 102-8	Wikipedia, Wikipedia Table, https://www.mountlive.com/quel-24-luglio-1938-sulla-parete-nord-delleiger/
item_208	Prima ascensione: Gran Paradiso	Gran Paradiso	FALSE		Golden age of alpinism		Prima ascensione			04/09/1860	1860	golden age	John Jeremy Cowell, William Dundas	Michel-Clément Payot, Jean Tairraz	British alpine expedition	John Jeremy Cowell, William Dundas, Michel-Clément Payot, Jean Tairraz				J.J. Cowell, Two Ascents of the Grand Paradis, Peaks, Passes, and Glaciers, Volume 2, pp 408-426, London: Longman, Green, Longman, and Roberts, 1862	Wikipedia, Wikipedia Table
